,SteepestEdgeSwapListOfMoves,SteepestEdgeSwap
0,12884.0,12087.0
1,12884.0,12087.0
2,12884.0,12087.0
3,0.2538745403289795,0.6896240711212158
4,0.2538745403289795,0.6896240711212158
5,0.2538745403289795,0.6896240711212158
